Date,Amsterdam,Belin,Lisbon,London,Moscow,New York,Paris,Dubai,Roma,Hong Kong,Warsaw,Tokyo
18/05/2019,-0.02,-0.01,0.01,0.01,-0.01,-0.02,0.01,0.01,-0.03,0.02,0.02,0.03
19/05/2019,-0.01,-0.01,0.01,-0.01,0.01,-0.02,0.01,0.01,0.01,0.02,0.02,-0.01
20/05/2019,-0.01,0.01,-0.01,0.02,-0.02,-0.02,0.01,-0.01,0.01,0.01,-0.01,-0.02
21/05/2019,0.01,0.01,0.01,0.01,-0.02,0.01,-0.01,-0.02,-0.01,0.03,-0.01,-0.04
22/05/2019,-0.01,0.01,0.01,0.01,-0.03,0.02,-0.02,0.03,-0.02,0.01,-0.03,0.01
23/05/2019,0.01,-0.01,-0.01,-0.02,0.01,0.01,-0.01,0.01,0.01,-0.02,0.02,0.01
24/05/2019,0.01,-0.01,-0.01,-0.01,0.01,-0.01,0.01,-0.03,0.01,-0.02,0.01,0.01
25/05/2019,-0.02,0.01,-0.01,-0.03,0.01,0.02,0.02,0.01,0.02,0.01,-0.01,0.03
26/05/2019,-0.02,0.01,-0.01,0.01,0.02,0.01,0.01,-0.02,-0.04,-0.03,0.02,0.01
27/05/2019,-0.01,-0.01,0.01,0.02,0.01,0.01,-0.01,-0.02,0.03,0.01,-0.02,-0.02
28/05/2019,0.01,0.01,-0.01,0.01,-0.01,-0.02,0.03,0.03,-0.02,0.03,0.01,0.03
29/05/2019,0.02,-0.01,-0.01,0.02,0.01,-0.02,0.01,0.01,-0.01,0.02,0.01,0.02
30/05/2019,0.01,0.01,-0.02,0.02,-0.01,-0.02,-0.01,-0.02,0.01,0.01,0.01,0.01
31/05/2019,-0.01,0.01,0.01,0.01,-0.01,0.01,0.01,-0.02,0.01,-0.02,-0.02,-0.01
01/06/2019,0.02,-0.01,0.01,-0.01,0.01,0.02,-0.01,0.03,-0.03,-0.01,-0.01,-0.02
02/06/2019,0.01,-0.01,0.01,-0.02,-0.02,0.01,-0.01,0.01,0.01,-0.03,0.01,-0.04
03/06/2019,-0.01,-0.01,0.01,0.03,-0.02,-0.01,0.01,0.03,0.01,0.02,0.01,0.01
04/06/2019,-0.01,0.01,0.01,0.01,-0.03,0.02,-0.02,0.01,-0.01,0.02,-0.02,0.01
05/06/2019,-0.01,0.01,0.01,0.01,0.01,0.01,-0.02,-0.03,-0.02,0.01,-0.02,-0.01
06/06/2019,-0.01,-0.01,0.01,0.01,0.02,-0.01,-0.03,0.01,0.03,0.01,0.01,-0.02
07/06/2019,0.02,-0.01,0.01,0.02,0.01,-0.02,0.01,0.02,0.01,0.01,0.01,0.01
08/06/2019,-0.01,0.01,0.01,0.01,-0.01,-0.02,-0.01,-0.02,0.02,-0.02,0.01,0.01
09/06/2019,0.01,0.01,-0.01,-0.01,0.02,0.01,0.01,0.03,-0.02,-0.02,-0.02,0.03
10/06/2019,-0.02,-0.01,0.01,0.01,0.01,0.01,0.02,0.01,-0.03,0.01,0.02,-0.01
11/06/2019,-0.02,0.01,-0.01,-0.01,-0.01,0.01,0.01,0.03,0.03,-0.03,0.01,-0.02
12/06/2019,0.03,0.01,-0.01,-0.01,0.01,0.01,-0.01,0.01,0.01,0.01,-0.01,-0.04
13/06/2019,0.02,-0.01,-0.02,0.01,0.02,0.02,0.01,-0.01,-0.02,0.01,-0.01,0.01
14/06/2019,-0.01,0.01,0.02,-0.02,0.01,0.01,-0.01,-0.02,-0.02,0.02,-0.03,0.01
15/06/2019,-0.01,0.01,-0.01,-0.02,-0.01,-0.01,0.01,-0.03,0.03,-0.01,0.02,-0.02
16/06/2019,-0.01,-0.01,0.02,-0.03,-0.01,0.01,0.01,0.01,0.01,-0.01,0.02,-0.03
17/06/2019,0.02,-0.01,0.01,0.01,0.01,0.01,-0.01,0.01,-0.03,0.02,-0.01,0.01
18/06/2019,0.02,0.01,-0.01,-0.02,0.02,-0.02,-0.01,-0.01,-0.01,0.01,0.02,-0.02
19/06/2019,-0.01,0.01,-0.01,-0.02,0.02,-0.02,0.01,-0.02,0.03,-0.02,0.01,0.02
20/06/2019,-0.01,-0.01,-0.02,-0.03,0.03,-0.02,0.02,-0.01,-0.02,-0.01,-0.02,0.02
21/06/2019,0.03,-0.01,0.01,0.01,0.01,0.01,-0.02,0.01,-0.04,-0.03,-0.01,0.01
22/06/2019,-0.03,-0.01,0.01,0.02,0.01,0.01,0.03,0.01,0.02,0.02,0.01,-0.02
23/06/2019,0.01,0.01,-0.01,0.01,0.01,0.01,0.01,-0.01,0.04,0.02,0.01,0.02
24/06/2019,-0.01,-0.01,-0.02,-0.01,0.02,0.02,0.01,-0.02,0.03,0.01,-0.01,0.01
25/06/2019,0.01,-0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.01,0.01,-0.02,0.01
26/06/2019,-0.01,0.01,0.01,0.01,-0.01,-0.01,0.02,-0.02,-0.02,0.01,0.02,0.02
27/06/2019,0.01,0.01,-0.01,-0.01,0.01,0.01,0.01,-0.02,-0.02,-0.02,0.01,-0.01
28/06/2019,-0.01,0.01,-0.01,0.01,0.01,-0.01,-0.01,0.03,0.03,-0.02,-0.02,-0.02
29/06/2019,-0.01,0.01,0.02,0.02,-0.01,0.01,0.01,0.01,0.01,0.01,-0.02,-0.04
30/06/2019,0.01,-0.01,0.01,0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0.02,-0.03,0.01
01/07/2019,-0.01,-0.01,-0.02,-0.01,0.01,0.02,-0.01,-0.02,-0.02,0.01,0.02,0.02
02/07/2019,-0.01,-0.01,0.01,-0.01,-0.02,0.02,0.01,-0.03,-0.03,-0.02,0.04,0.01
03/07/2019,0.01,0.01,0.01,0.01,-0.02,0.02,-0.01,0.01,0.01,-0.01,-0.01,-0.02
04/07/2019,0.02,0.01,-0.01,-0.02,-0.03,0.01,-0.01,0.01,-0.03,-0.03,0.02,-0.04
05/07/2019,-0.01,-0.01,0.02,-0.02,0.02,0.01,0.01,-0.01,0.01,0.02,-0.02,0.01
06/07/2019,0.01,-0.01,0.01,-0.03,0.03,0.01,-0.02,-0.02,0.02,0.01,0.01,0.01
07/07/2019,0.01,-0.01,-0.01,0.01,-0.01,-0.02,-0.02,0.03,-0.02,-0.02,0.01,0.01
08/07/2019,-0.01,0.01,-0.01,0.01,0.02,-0.01,-0.03,0.01,-0.03,-0.01,0.01,0.02
09/07/2019,-0.01,0.01,-0.01,0.01,0.01,-0.01,0.01,0.01,0.01,-0.03,-0.02,0.01
10/07/2019,0.01,-0.01,-0.01,0.02,-0.01,-0.01,0.01,-0.02,-0.01,0.02,-0.01,0.01
11/07/2019,0.02,-0.01,0.01,0.01,0.01,-0.01,0.01,-0.02,-0.02,0.02,0.01,0.01
12/07/2019,-0.01,0.01,-0.01,0.01,-0.01,-0.02,0.02,0.03,-0.03,0.01,0.01,-0.01
13/07/2019,0.01,0.01,0.01,0.01,-0.01,-0.02,0.01,0.01,0.01,0.03,-0.02,-0.02
14/07/2019,-0.02,-0.01,-0.01,0.01,0.01,-0.02,-0.01,-0.01,0.04,0.01,-0.01,-0.04
15/07/2019,-0.02,0.01,-0.01,0.01,-0.02,0.01,0.01,0.02,-0.01,-0.02,0.01,0.01
16/07/2019,0.01,0.01,-0.01,0.01,-0.02,0.01,-0.01,-0.03,-0.03,-0.02,0.03,0.01
17/07/2019,-0.01,0.01,-0.01,0.01,0.03,0.01,-0.01,0.01,0.01,0.01,0.01,-0.01
18/07/2019,0.01,-0.01,-0.01,0.02,0.01,0.02,0.01,0.01,-0.02,-0.03,-0.02,0.03
19/07/2019,0.01,0.01,-0.01,0.02,-0.01,0.01,-0.02,-0.01,-0.02,0.01,0.02,0.01
20/07/2019,-0.01,-0.01,-0.01,-0.03,0.01,-0.01,-0.02,-0.02,-0.03,0.03,0.04,-0.02
21/07/2019,-0.02,0.01,-0.01,0.01,-0.02,0.01,-0.03,-0.03,0.01,0.02,-0.01,0.03
22/07/2019,0.01,-0.01,-0.01,0.01,0.02,-0.01,0.01,0.01,0.01,0.01,-0.01,0.02
23/07/2019,0.01,-0.01,-0.02,0.01,-0.03,-0.01,-0.01,0.01,-0.02,-0.02,-0.03,0.01
24/07/2019,0.02,0.01,0.01,0.02,0.01,0.01,0.01,-0.01,-0.03,-0.01,0.02,-0.01
25/07/2019,-0.01,0.01,-0.01,0.01,0.02,-0.02,0.02,-0.02,0.01,-0.03,0.02,0.02
26/07/2019,0.01,-0.01,0.01,0.01,0.01,-0.02,0.01,0.03,0.01,0.02,-0.01,0.01
27/07/2019,-0.01,-0.01,0.01,0.03,-0.01,-0.02,-0.01,0.01,-0.01,0.02,0.02,0.01
28/07/2019,-0.01,-0.01,0.01,0.01,0.02,0.01,-0.01,-0.03,-0.02,0.01,-0.02,0.03
29/07/2019,0.01,0.01,0.02,-0.01,0.01,0.02,0.01,0.01,0.03,0.01,-0.01,-0.01
30/07/2019,0.01,0.01,0.01,-0.01,-0.01,0.01,-0.02,-0.02,0.01,0.01,0.01,-0.02
31/07/2019,-0.01,-0.01,0.01,-0.01,0.01,-0.01,-0.02,-0.02,0.03,-0.02,0.01,-0.04
01/08/2019,0.01,-0.01,0.01,-0.01,-0.01,0.02,0.03,0.03,0.01,-0.02,-0.02,0.01
02/08/2019,0.01,0.01,0.02,-0.02,0.01,0.01,0.02,0.01,0.02,0.01,-0.01,0.02
03/08/2019,0.01,0.01,0.01,-0.03,0.03,-0.01,0.01,-0.02,0.02,-0.03,0.01,-0.01
04/08/2019,-0.01,-0.01,0.01,-0.02,-0.02,0.01,0.02,-0.02,0.03,0.01,0.01,-0.02
05/08/2019,-0.01,-0.01,-0.01,0.03,0.02,0.02,0.02,0.03,0.01,0.01,0.01,0.1
06/08/2019,-0.01,-0.01,0.01,-0.02,-0.03,0.01,0.01,0.01,-0.01,0.02,-0.02,-0.01
07/08/2019,0.01,0.01,-0.02,0.02,0.01,-0.01,-0.01,0.03,-0.02,-0.01,0.02,-0.02
08/08/2019,0.01,-0.01,0.01,0.01,-0.01,-0.01,0.01,-0.02,-0.02,-0.01,0.02,-0.04
09/08/2019,0.01,0.01,0.01,-0.01,0.01,0.01,-0.01,-0.02,-0.01,0.01,-0.01,0.01
10/08/2019,-0.01,0.01,-0.01,0.01,0.02,-0.02,-0.01,0.03,0.01,0.02,-0.01,-0.01
11/08/2019,0.01,0.01,-0.01,-0.01,0.01,-0.02,0.01,0.01,-0.02,0.01,-0.03,-0.04
12/08/2019,-0.01,-0.01,0.01,-0.01,-0.01,-0.02,-0.02,-0.01,0.02,-0.02,0.02,0.03
13/08/2019,0.01,0.01,0.01,0.01,0.01,0.01,-0.02,0.02,-0.01,-0.01,0.02,0.01
14/08/2019,0.01,0.01,-0.02,0.02,-0.01,0.01,-0.02,-0.03,0.01,-0.03,-0.01,-0.02
15/08/2019,-0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.01,0.02,0.02,-0.04
16/08/2019,-0.02,0.01,-0.01,-0.01,0.01,0.02,0.02,0.01,-0.02,0.02,-0.02,0.01
17/08/2019,-0.03,0.01,-0.01,-0.01,-0.01,0.02,0.01,-0.01,0.02,0.01,-0.01,0.01
18/08/2019,0.01,-0.01,0.02,-0.01,0.01,-0.01,-0.01,-0.02,0.01,0.01,0.01,0.01
19/08/2019,0.02,-0.01,0.01,-0.01,0.01,0.01,0.02,-0.03,0.01,0.01,0.01,-0.02
20/08/2019,0.01,-0.02,-0.01,0.01,-0.02,0.01,0.01,0.01,-0.01,-0.02,-0.02,0.01
21/08/2019,-0.01,-0.01,-0.01,-0.02,-0.02,-0.01,-0.01,0.01,-0.02,0.02,-0.01,-0.01
22/08/2019,0.02,-0.01,0.01,-0.02,-0.03,-0.01,0.01,-0.01,0.03,0.01,0.01,0.01
23/08/2019,0.01,0.01,-0.01,-0.03,0.01,0.01,-0.01,-0.02,0.01,-0.02,0.01,-0.01
24/08/2019,0.01,-0.01,-0.01,0.01,0.01,-0.02,-0.01,0.03,-0.01,-0.01,-0.02,-0.02
25/08/2019,-0.02,0.01,0.01,0.02,0.01,-0.02,0.01,0.01,0.01,-0.03,-0.01,-0.04
26/08/2019,-0.02,-0.01,0.01,0.01,0.02,-0.02,-0.02,-0.01,-0.02,0.02,0.01,0.01
27/08/2019,-0.03,0.01,-0.02,-0.01,0.01,0.02,-0.02,0.01,-0.02,0.02,0.03,0.01
28/08/2019,0.02,-0.01,0.01,0.02,-0.01,0.02,-0.03,0.02,0.03,0.01,0.01,0.01
29/08/2019,-0.03,-0.01,-0.01,0.01,0.01,-0.01,0.01,-0.01,0.01,0.03,-0.02,0.03
30/08/2019,0.01,0.01,-0.01,-0.01,-0.01,0.02,-0.01,0.03,-0.01,0.01,0.02,0.01
31/08/2019,-0.02,-0.01,0.01,0.01,-0.01,0.01,0.01,0.01,-0.02,-0.02,0.01,-0.02
01/09/2019,-0.02,-0.01,-0.01,-0.01,0.01,-0.01,0.02,-0.02,-0.03,-0.02,-0.01,0.03
02/09/2019,0.03,-0.01,-0.01,-0.01,-0.01,0.01,0.01,-0.02,0.01,0.01,-0.01,0.02
03/09/2019,0.01,-0.01,0.01,0.01,-0.01,-0.01,-0.01,0.03,0.01,0.02,-0.03,0.01
04/09/2019,-0.01,0.01,0.01,-0.02,0.01,-0.01,0.01,0.01,-0.01,0.01,0.02,-0.01
05/09/2019,-0.02,0.01,-0.02,-0.02,-0.02,0.01,-0.01,0.03,0.02,-0.02,0.02,0.02
06/09/2019,-0.03,0.01,0.01,0.03,-0.02,-0.02,0.01,0.01,0.03,-0.01,-0.01,0.01
07/09/2019,0.01,0.01,-0.01,0.01,-0.03,-0.02,0.01,-0.01,0.01,-0.03,0.02,0.01
08/09/2019,0.02,0.01,-0.01,-0.01,0.01,0.02,-0.01,0.01,0.02,0.02,-0.02,0.03
09/09/2019,-0.01,0.02,0.02,0.01,0.01,0.01,-0.01,-0.02,-0.01,0.01,0.01,-0.01
10/09/2019,-0.02,0.01,0.01,0.02,0.01,-0.01,0.01,-0.02,-0.01,-0.02,0.01,-0.02
11/09/2019,0.03,-0.01,0.01,0.01,0.02,0.01,-0.02,0.03,0.02,-0.01,0.01,-0.04
12/09/2019,-0.03,0.01,-0.01,-0.01,0.01,-0.02,-0.02,0.01,0.02,-0.03,-0.02,0.01
13/09/2019,0.02,-0.01,-0.01,0.01,-0.01,0.02,-0.01,0.03,-0.03,0.02,-0.01,0.02
14/09/2019,-0.01,0.01,0.01,-0.01,0.01,-0.02,0.01,0.01,0.01,0.02,0.01,0.01
15/09/2019,0.03,0.01,0.01,0.01,-0.01,0.01,0.01,-0.01,-0.02,0.01,0.01,0.01
16/09/2019,-0.02,-0.01,-0.02,0.01,-0.01,0.02,0.01,-0.02,-0.02,0.03,-0.02,0.03
17/09/2019,0.03,-0.01,0.01,-0.01,0.01,0.01,0.02,-0.03,0.03,0.01,-0.01,-0.01
18/09/2019,-0.03,-0.01,-0.01,-0.01,-0.02,-0.01,0.01,0.01,0.01,-0.02,0.01,-0.02
19/09/2019,-0.01,0.01,-0.01,0.01,-0.02,0.02,-0.01,0.01,-0.01,-0.02,0.01,-0.04
20/09/2019,0.02,0.01,0.02,-0.02,-0.03,0.01,0.01,-0.01,-0.02,0.01,0.01,0.01
21/09/2019,-0.01,0.01,0.01,-0.02,0.01,-0.01,-0.01,-0.02,0.02,-0.03,-0.02,-0.01
22/09/2019,-0.01,-0.01,-0.01,-0.03,-0.02,0.01,-0.01,-0.03,-0.01,0.01,0.02,-0.02
23/09/2019,0.02,0.01,-0.01,0.01,0.01,-0.01,0.01,0.01,-0.01,0.03,0.04,0.03
24/09/2019,0.02,0.01,-0.02,0.01,0.02,0.01,-0.01,0.03,0.02,0.02,-0.01,0.01
25/09/2019,-0.03,0.01,-0.01,0.01,0.02,0.02,-0.02,-0.01,0.02,0.01,-0.01,-0.02
26/09/2019,0.01,-0.01,-0.01,0.02,0.02,-0.02,-0.03,-0.02,-0.03,-0.02,-0.03,-0.03
27/09/2019,0.02,-0.01,-0.02,0.01,-0.02,0.02,0.01,0.03,0.01,-0.01,0.02,-0.04
28/09/2019,-0.01,-0.01,0.01,-0.01,-0.01,-0.02,0.02,0.01,-0.02,-0.03,-0.02,0.01
29/09/2019,-0.01,0.01,0.01,0.01,-0.02,0.01,0.01,-0.03,-0.02,0.02,-0.01,0.01
30/09/2019,0.02,0.01,-0.01,-0.01,0.02,-0.01,-0.01,0.01,0.02,0.02,0.02,0.01
01/10/2019,0.02,0.01,-0.01,-0.01,-0.03,0.01,0.02,0.03,-0.01,0.01,-0.02,-0.02
02/10/2019,-0.01,-0.01,0.02,0.01,0.02,0.02,0.01,0.01,-0.01,0.03,0.01,0.01
03/10/2019,0.01,0.01,0.01,-0.02,0.01,0.01,0.01,-0.01,0.02,0.01,0.01,-0.01
04/10/2019,-0.02,0.01,-0.02,-0.02,0.01,-0.01,-0.02,0.02,0.02,-0.02,-0.02,0.01
05/10/2019,-0.02,-0.01,0.01,-0.03,0.02,0.01,-0.02,-0.01,-0.03,-0.02,-0.01,-0.01
06/10/2019,0.03,-0.01,-0.01,0.01,0.01,-0.01,-0.03,0.01,0.01,0.01,0.01,-0.02
07/10/2019,-0.03,-0.01,-0.01,0.02,-0.01,0.01,0.01,-0.02,0.02,-0.03,0.01,-0.04
08/10/2019,0.01,-0.01,0.02,0.01,0.01,0.01,0.02,-0.02,0.02,0.01,0.01,0.01
09/10/2019,0.01,0.01,0.01,-0.01,-0.01,-0.01,0.01,0.03,0.03,-0.03,-0.02,0.01
10/10/2019,-0.01,-0.01,-0.01,0.02,-0.01,0.01,-0.01,0.01,0.01,0.02,0.02,0.01
11/10/2019,-0.02,0.01,-0.01,0.01,0.01,0.01,0.02,-0.01,0.02,-0.01,0.01,0.03
12/10/2019,0.01,-0.01,-0.02,0.01,-0.02,-0.02,0.03,-0.02,0.01,-0.01,-0.01,0.01
13/10/2019,0.01,0.01,0.01,-0.02,-0.02,-0.02,-0.01,-0.01,0.01,0.01,-0.03,-0.02
14/10/2019,0.02,-0.01,0.01,-0.02,-0.03,-0.02,-0.02,0.01,0.02,0.02,-0.03,0.03
15/10/2019,-0.01,0.01,-0.01,0.03,0.01,0.01,-0.01,0.01,0.01,0.01,0.02,0.02
16/10/2019,0.03,0.01,-0.01,0.01,0.01,0.01,0.01,-0.02,0.01,-0.02,0.02,0.01
17/10/2019,-0.01,-0.01,-0.01,0.02,0.02,0.01,0.01,-0.02,0.01,-0.01,-0.01,-0.01
18/10/2019,0.02,-0.01,-0.01,0.01,0.01,0.02,0.03,0.03,0.01,-0.03,0.02,0.02
19/10/2019,-0.01,-0.01,-0.02,-0.01,-0.01,0.01,0.02,0.04,0.01,0.02,-0.02,0.01
20/10/2019,-0.01,0.01,0.01,0.02,0.01,-0.01,0.01,-0.01,0.01,0.02,0.01,0.01
21/10/2019,0.02,0.01,0.01,0.01,-0.01,0.01,-0.01,-0.02,-0.02,0.02,0.01,0.03
22/10/2019,0.02,0.01,0.01,-0.01,-0.01,-0.01,0.01,-0.01,-0.02,0.03,0.01,-0.01
23/10/2019,-0.03,0.01,0.01,-0.02,0.01,-0.01,-0.01,0.01,-0.03,0.01,-0.02,-0.02
24/10/2019,0.01,0.01,0.02,-0.03,-0.02,0.01,-0.01,0.01,0.01,-0.02,-0.03,-0.04
25/10/2019,0.02,-0.01,0.01,0.01,-0.02,-0.01,0.01,-0.01,-0.01,-0.02,0.01,0.01
26/10/2019,-0.01,-0.01,0.02,0.01,-0.03,-0.01,-0.02,-0.02,0.01,0.01,0.01,0.01
27/10/2019,-0.01,-0.01,0.01,-0.01,0.01,0.01,-0.02,-0.01,-0.02,0.02,-0.02,-0.01
28/10/2019,0.02,-0.02,0.01,-0.02,-0.02,-0.02,-0.03,0.01,0.01,0.01,-0.02,-0.02
29/10/2019,0.02,-0.01,0.01,0.01,-0.02,-0.02,0.01,0.01,-0.01,-0.02,0.01,0.01
30/10/2019,-0.01,0.01,0.02,0.01,-0.03,-0.02,-0.02,-0.01,0.01,-0.01,0.01,-0.01
31/10/2019,0.01,-0.01,0.01,0.02,0.01,0.01,-0.02,0.02,-0.01,-0.03,0.01,-0.03
01/11/2019,-0.02,-0.01,0.01,-0.01,0.02,-0.01,-0.03,-0.01,-0.01,0.02,-0.02,-0.01
02/11/2019,-0.02,0.01,-0.01,0.03,0.01,-0.01,0.01,0.03,-0.01,0.01,0.02,-0.02
03/11/2019,0.03,-0.01,0.02,-0.01,-0.01,-0.02,0.02,0.01,0.02,-0.02,0.02,-0.04
04/11/2019,-0.03,0.01,0.01,-0.01,0.02,0.01,0.01,-0.01,0.01,-0.01,-0.01,0.01
05/11/2019,0.01,0.01,-0.01,0.02,0.01,-0.01,-0.01,-0.02,-0.01,-0.03,-0.03,0.01
06/11/2019,0.01,0.01,-0.01,0.01,-0.01,0.01,0.02,-0.03,0.02,0.02,-0.03,-0.01
07/11/2019,-0.01,-0.01,-0.01,-0.01,0.01,-0.01,0.01,0.01,0.03,0.02,0.02,-0.03
08/11/2019,-0.02,-0.01,0.02,0.02,0.02,-0.01,-0.01,0.01,0.01,0.01,0.01,0.01
09/11/2019,0.01,0.01,0.01,0.03,0.01,0.01,0.01,-0.01,-0.01,0.03,-0.01,-0.02
10/11/2019,0.01,-0.01,-0.01,0.01,-0.01,-0.02,0.02,-0.02,-0.01,0.01,0.02,0.03
11/11/2019,0.02,-0.01,-0.01,-0.01,-0.01,-0.02,0.01,-0.01,0.01,-0.02,-0.02,0.02
12/11/2019,-0.01,-0.01,-0.02,-0.01,0.01,-0.02,-0.01,0.01,0.01,-0.02,0.01,-0.01
13/11/2019,0.03,0.01,0.01,0.01,-0.02,0.01,-0.01,0.01,0.02,0.01,-0.01,-0.03
14/11/2019,-0.01,0.01,0.01,0.01,-0.02,-0.02,0.01,-0.01,0.01,-0.03,0.01,0.02
15/11/2019,-0.01,0.01,-0.01,0.02,0.03,0.01,-0.02,-0.02,-0.01,0.01,-0.02,0.01
16/11/2019,-0.02,0.01,-0.01,0.01,0.01,0.02,-0.02,0.03,0.01,0.03,-0.03,-0.02
17/11/2019,-0.01,0.01,0.02,-0.01,0.01,0.02,-0.03,0.01,-0.01,0.02,0.01,-0.04
18/11/2019,-0.01,-0.01,-0.01,-0.01,0.01,0.02,0.01,-0.03,0.01,0.01,0.01,0.01
19/11/2019,-0.02,0.01,-0.01,-0.01,0.02,-0.02,0.01,0.01,0.01,-0.02,-0.02,0.01
20/11/2019,0.03,-0.01,0.02,0.01,0.01,-0.01,0.01,-0.02,-0.02,-0.01,-0.01,0.01
21/11/2019,0.01,-0.01,0.01,-0.01,0.02,-0.02,0.02,0.02,-0.02,-0.03,0.01,0.02
22/11/2019,-0.01,0.01,0.01,-0.02,0.02,0.02,0.03,0.03,-0.03,0.02,0.01,0.01
23/11/2019,-0.01,0.01,-0.01,-0.02,0.01,-0.02,-0.01,0.01,0.01,0.02,0.01,0.01
24/11/2019,0.01,-0.01,-0.01,-0.03,-0.01,0.02,0.01,0.04,0.02,0.01,-0.02,0.03
25/11/2019,0.01,-0.01,0.02,0.01,-0.01,0.01,0.01,-0.02,0.01,0.03,0.02,-0.01
26/11/2019,0.02,0.01,0.01,0.02,0.01,0.01,-0.01,-0.01,-0.01,0.01,0.02,-0.02
27/11/2019,0.01,0.01,-0.02,0.01,0.02,0.02,-0.02,-0.02,0.02,-0.02,-0.01,-0.04
28/11/2019,-0.01,0.01,0.01,-0.01,-0.02,0.01,0.03,0.03,0.01,-0.02,-0.01,0.01
29/11/2019,0.01,-0.01,-0.01,0.02,-0.03,-0.01,-0.02,0.01,0.01,0.01,-0.03,0.01
30/11/2019,-0.01,0.01,0.01,0.01,0.01,0.01,-0.02,-0.01,-0.02,0.02,0.02,0.01
01/12/2019,0.01,0.01,0.02,0.01,0.01,-0.01,-0.03,-0.02,-0.02,0.01,0.02,0.03
02/12/2019,0.01,-0.01,0.01,-0.02,0.01,-0.01,0.01,-0.01,-0.03,-0.02,-0.01,0.01
03/12/2019,-0.02,0.01,-0.01,-0.02,0.02,0.01,0.01,0.01,0.02,-0.01,0.02,-0.02
04/12/2019,-0.02,0.01,-0.01,-0.03,0.01,-0.02,0.01,0.01,-0.03,-0.03,-0.02,0.03
05/12/2019,-0.03,0.01,-0.02,0.02,0.01,-0.02,0.02,-0.01,0.01,0.02,0.01,0.02
06/12/2019,0.01,-0.01,0.01,-0.03,0.02,-0.02,0.01,-0.02,-0.02,0.02,0.01,0.01
07/12/2019,0.02,-0.01,0.01,-0.01,0.01,0.01,-0.01,-0.03,-0.02,0.01,-0.02,-0.01
08/12/2019,0.01,0.01,-0.01,-0.01,-0.01,0.02,0.02,0.01,0.03,0.03,-0.01,0.02
09/12/2019,-0.01,-0.01,-0.01,0.02,-0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
10/12/2019,0.02,-0.01,-0.02,0.01,0.01,-0.01,-0.01,-0.01,-0.01,-0.02,0.01,0.01
11/12/2019,0.01,-0.01,0.01,-0.01,-0.02,0.02,-0.02,-0.02,-0.02,-0.02,0.01,0.03
12/12/2019,0.01,0.01,0.01,0.02,-0.02,0.01,-0.03,0.03,-0.03,0.01,-0.02,-0.01
13/12/2019,-0.02,0.01,-0.01,0.03,-0.03,-0.01,0.01,0.01,0.01,0.02,0.02,-0.02
14/12/2019,-0.02,0.01,-0.01,0.01,0.01,0.01,0.01,-0.03,0.02,0.01,0.02,-0.04
15/12/2019,-0.01,-0.01,0.02,-0.01,0.01,-0.01,0.01,0.01,-0.01,-0.02,-0.01,0.01
16/12/2019,0.02,0.01,0.01,-0.01,0.01,-0.01,0.01,-0.02,-0.02,-0.01,-0.01,0.02
17/12/2019,-0.03,-0.01,0.02,0.01,0.02,0.01,0.02,-0.02,0.03,-0.03,-0.03,0.01
18/12/2019,-0.01,-0.01,0.01,0.01,0.01,-0.02,0.01,0.03,-0.03,0.02,0.02,0.01
19/12/2019,-0.01,0.01,-0.01,0.02,-0.01,-0.02,-0.01,0.01,0.02,0.01,0.02,0.01
20/12/2019,0.02,-0.01,-0.01,0.01,0.01,0.02,-0.01,-0.02,-0.01,-0.02,-0.01,-0.01
21/12/2019,0.01,-0.01,-0.02,-0.01,-0.01,0.02,0.01,-0.02,0.03,-0.01,0.02,-0.03
22/12/2019,-0.01,0.01,-0.01,0.01,-0.01,-0.01,-0.02,0.03,-0.02,-0.03,-0.02,-0.04
23/12/2019,0.02,-0.01,-0.01,-0.02,0.01,0.01,-0.02,0.01,0.03,0.02,0.01,0.01
24/12/2019,0.03,-0.01,-0.01,-0.02,-0.02,0.02,-0.03,0.03,-0.03,0.02,0.01,0.01
25/12/2019,0.01,-0.01,0.01,-0.03,-0.02,0.01,0.01,0.01,-0.01,0.01,0.01,0.01
26/12/2019,-0.01,0.01,-0.02,0.01,-0.03,-0.01,0.01,-0.03,0.02,0.03,-0.02,0.03
27/12/2019,-0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,-0.01,0.01,-0.01,-0.02
28/12/2019,0.01,-0.01,0.01,0.01,-0.01,-0.01,0.02,-0.02,-0.01,-0.02,0.01,-0.04
29/12/2019,0.01,0.01,-0.01,-0.01,0.01,0.01,0.01,-0.02,0.02,-0.02,0.01,0.01
30/12/2019,-0.02,0.01,-0.01,-0.02,0.01,0.01,-0.01,0.03,0.02,0.01,-0.02,0.01
31/12/2019,-0.01,-0.01,0.02,-0.01,0.01,-0.01,0.01,0.01,-0.03,-0.03,-0.01,0.01
01/01/2020,-0.01,0.01,0.01,-0.01,-0.01,-0.01,-0.01,0.03,0.01,0.01,0.01,-0.02
02/01/2020,0.01,-0.01,-0.01,-0.02,-0.01,0.01,-0.01,0.01,0.02,0.03,0.01,-0.03
